left context,original word,right context,word correction,hun correction 
-,Haende,linke,Hände,Hände
hab,Lulumachen,beim,Zuzumachen,Luftmachen
Sehnenscheidenentzuendung,wg,Angst,weg,weg
und,Sehnenscheidenentzuendung,wg,Sehnenscheidenentzündung,Sehnenscheidenentzündung
die,Taetigkeit,andere,Tätigkeit,Tätigkeit
-,outgesourct,ich,outsourct,outgesourct
-,Heimwerkerkoenig,-,Heimwerkerkoenig,Heimwerkermarkt
meiner,lt,-,alt,kt
in,Stg,ein,Steg,Steg
-,rauszufräsen,Rechteck,auszufräsen,auszufräsen
in,jahr,das,Jahr,Jahr
zum,traum,ein,Traum,Traum
verdient,geld,richtig,Geld,Geld
drauf,gaut,waren,gut,haut
aufbruchsstimmung,herschte,es,herrschte,herrschte
egal,aufbruchsstimmung,herschte,Aufbruchsstimmung,Aufbruchsstimmung
würde,zurückbeamen,mich,zurückbeamen,zurückbekamen
von,umbruch,politischer,Umbruch,Umbruch
ereignete,beonderes,etwas,besonderes,besonderes
die,mutter,meiner,Mutter,Mutter
das,augen,den,Augen,Augen
damals,hymnen,unserer,Hymnen,Hymnen
//www,https,damals,https,http
youtube,//www,https,WWW,//www
com/watch,youtube,//www,YouTube,YouTube
v=iD77vPD-zCQ,com/watch,youtube,vom,Comanche
meine,eyyy,wie,sexy,Eyck
habe,Uups,-,Cups,Stups
Ich,Hm,-,Hm,Häm
-,MfG,prüfen,Mag,MG
die,Bundfaltenjeans,noch,Bundfaltenjeans,Buntfaltenjeans
musste,VoKuHiLa,und,VoKuHiLa,Vokabular
sich,man/frau,musste,man/frau,Massaifrau
vom,Conny,*,Conny,Connor
war,U4,vom,U4,Ur
sah,Nia,*,Nie,Nina
-,oje,-,oje,je
ist,Baroli,-,Bartoli,Paroli
-,*broflosse*,sein,brotloses,Monoflosse
und,an-,Möglichkeiten,an-,an
im,Aufbruchstimmung,die,Aufbruchsstimmung,Aufbruchstimmung
-,*Broflosse*,WORD,Brotloses,Monoflosse
//m,https,-,https,http
com/results,youtube,//m,YouTube,YouTube
q=junge%20R%C3%B6mer&sm=3,com/results,youtube,vom,Resultats
wurde,derjungeroemer,gut,derjungeroemer,Jungenförderung
ponger,robert,von,Robert,Robert
produziert,ponger,robert,Ponger,Popsänger
//m,https,-,https,http
com/results,youtube,//m,YouTube,YouTube
q=breaking%20the%20wall&sm=1,com/results,youtube,vom,Resultats
unbenummert,Posts,Deine,Posts,Post
Oder,unbenummert,Posts,unbekümmert,unbekümmert
der,'Weiß,gedacht,'Weiß,weiß
hab,Spezis,seinen,Spezis,Spezies
beim,Neiiiiiin,-,Neiiiiiin,Eineiig
ko,grad,er,grad,Grad
oder,ko,grad,kor,kp
-,MfG,weiterleiten,Mag,MG
ganz,bzw,vermutlich,bzw.,bzw.
steht,ud,Verantwortung,du,du
Mittelpunkt,iim,trotzdem,im,im
-,OTF-Treffen,einem,OTF-Treffen,OFT-Treffen
-,perdü,ist,Pedro,Düppeler
vor,grauet,mir,grauet,graute
des,Götterneide,der,Götterneide,Götter neide
usw,Ceausescus,der,Ceausescus,Sauseschritt
waren,usw,Ceausescus,usw.,usw.
Postings,verfaßten,selbst,verfassten,verfassten
zu,numeriert,nicht,nummeriert,nummeriert
Da,Kudamm,zum,Kudamm,Kurdamm
war,Hansi,hieß,Hansi,Hans
mein,Hölzl,Herr,Hölzl,Hölzer
-,Feuermales,coolen,Feuermales,Feuermahles
Pie,Pumpkin,scheußlichen,Pumpkin,Pumpskin
scheußlich-gute,Pie,Pumpkin,Pie,Pier
Candy,Brownies,scheußlich-gute,Brownies,Browsen
Corn,Candy,Brownies,Candy,Dandy
und,Corn,Candy,Corn,Cord
Alles,Schokozeug,viel,Schokozeug,Schokoriegel
stand,NES,Nintendo,NES,ES
Big,Mr,eine,Mir,Mr
Kassette,Big,Mr,Big,Bug
höre,Metal,denn,Metal,Metall
gar,wußte,Ich,wusste,wusste
nun,daß,gemeint,dass,dass
kommen,OSSIS,DIE,OSSIS,ISSOS
der,pansich,ich,panisch,panisch
aus,Ossi-Nicole,Die,Ossi-Nicole,Fossil-Nicole
werden,nachgetauft,sollte,nachgetauft,nachgekauft
Leiberl,Foxi,und,Fox,Oxid
an,Leiberl,Foxi,Leiber,Leiber
Mouse,Micky,Klasse,Micky,Mick
anhatten,Mouse,Micky,Mouse,Mousse
nachdem,schlußgemacht,mir,Schluss gemacht,schlechtgemacht
hat,zusammengeraucht,Zigaretten,zusammengeraucht,zusammen geraucht
Lang,Hansi,-,Hansi,Hans
Hansi,Hölzl,Hans,Hölzl,Hölzer
Dujmic,Hansi,Hölzl,Hansi,Hans
gut,Dujmic,Hansi,Djuric,Dujmic
in,Imp,Kat,Imp,Im
du,daß,antwortete,dass,dass
numerierst,Posts,Deine,Posts,Post
dann,numerierst,Posts,nummerierst,nummerierst
Du,daß,als,dass,dass
beendet,Nummernkombi,einer,Nummernkombi,Anbieternummer
und,Schlurfs,von,Schlurfs,Schlupfs
ß,sch,diese,sich,ach
Newsletter,ß,sch,ß,aß
sich,kenn,Da,kenn,kenne
aus,schwein,kein,Schwein,Schwein
das,mann,wie,Mann,Mann
wiedersehen,nieee,auf,niese,niese
Fan,Hasselhoff,David,Hasselhoff,Hasselfelde
be/MQ5rIbnD_P4,//youtu,http,YouTube,YouTube
-,be/MQ5rIbnD_P4,//youtu,bei,be/MQ5rIbnD_P4
-,Mhhmh,Eltern,Mihm,Mhhmh
bulgarien,sofia,-,Sofia,Sofia
ich,bulgarien,sofia,Bulgarien,Bulgarien
der,stasi-typen,einen,stasi-typen,Stasi-typen
normalerweise,hinmitbegleitete,überall,hinmitbegleitete,hineinbegleitete
waren,tag,nächsten,tag,Tag
da,leuten,000,Leuten,Leuten
wir,wußten,da,wussten,wussten
bei,revolution,erste,revolution,Revolution
der,glück,das,glück,Glück
mitzuerleben,menschen,der,menschen,Menschen
at/plink/2000004485435,//derstandard,http,der Standard,Rassestandard
ich,_pid=39251915#pid39251915,at/plink/2000004485435,päd.,_pid=39251915#pid39251915
gar,OTF,im,OTF,OFT
Amerikaner,un,Briten,un,UN
Ich,Thx,-,Thx,Thot
ich,muß,dahinter,muss,muss
mich,gehts,nicht,gehst,gehst
an,nix,auch,nix,Unix
a,sicha,-,sich,sich
des,buchhoitarin,a,buchhoitarin,Bucharin
-,madl,des,Madl,mal
direkt,mauthnergasse,der,Mauthner Gasse,Mauthausener
anna,st,des,ist,ist
kinderspitals,anna,st,Anna,Anna
muß,kinderspitals,anna,Kinder Spitals,Rinderstalls
die,muß,kinderspitals,muss,muss
gewesen,onkologie,die,Onkologie,Onkologie
eine,fenster,am,Fenster,Fenster
rauchte,zigarette,eine,Zigarette,Zigarette
in,glatzköpfe,kleine,Glatzköpfe,Glatzköpfe
spielen,mickey-mouse-pyjamas,in,Mickey,mickerig-mouse-pyjamas
gelegentlich,sommer,im,Sommer,Sommer
&,kinderweinen,leises,kinderweinen,Kinderweinen
zu,-wimmern,&,-wimmern,wimmern
war,mauerfall,hören,mauerfall,Mauerfall
bei,jubelstimmung,allgemeine,Jubel Stimmung,Jubelstimmung
unheimlich,verständnis,allem,Verständnis,Verständnis
haben,pech,wir,Pech,Pech
&,nationalisten,wieder,Nationalisten,Nationalisten
auf,wie's,abgehen,wie's,wies
&,balkan,dem,Balkan,Balkan
dann,kaukasus,im,Kaukasus,Kaukasus
geteilt,themen,nach,Themen,Themen
sind,mitarbeiter,als,Mitarbeiter,mitarbeitet
objektiv,natuerlich,sind,natürlich,natürlich
Man,beeindrucktend,sehr,beeindruckend,beeindruckten
nicht,etc,Ostalgie,etc.,et
auch,Anstoss,letzte,Anstoß,Anstoß
ist,schiller,-,schiller,schillre
mußt,Duuuu,Na,Dudu,Residuum
Buchhalterinnen,mußt,Duuuu,musst,musst
und,knotzen,zu,knoten,knoten
Change,of,Wind,of,oft
von,Change,of,Change,Charge
und,Scorpions,den,Scorpions,Skorpions
erinnern,Wurlitzer,im,Wurlitzer,Wörlitzer
beschert,Deutschmatura,meine,Deutsch Matura,Amtsdeutsch
denn,bleibet,Wo,bleibet,bleibe
des,Immo-Newsletter,der,Immo-Newsletter,Imme-Newsletter
ein,Immo,-,Immo,Imme
veranlasste,ImmoBuch´s,erfolgreichen,ImmoBuch´s,Modembuchse
also,onlineStandard,im,online Standard,online Standard
auch,sowas,geht,so was,Iowas
und,''Ossis'',sich,''Ossis'',Grossist
in,''Wessis'',und,''Wessis'',westrussisch
zu,g'scheites,was,gescheites,gescheites
Rad,BMX,einem,BMX,BOX
haben,Errinnerungen,schöne,Erinnerungen,Erinnerungen
in,Strasse,ruhigen,Straße,Straße
Als,Lichterfeld,in,Lichterfeld,Lichterfelde
und,Durchzugsstrasse,wegen,Durchzugsstrasse,Durchzugsstarke
es,wär,Wie,wär,wäre
ich,Würd,so,Würd,Würde
und,habe-,geweint,habe-,habe
auf,zurückwünschen-,Verhältnisse,zurückwünschen-,zurückwünschen
denke,später-,Monate,später-,später
ned,goa,-,goa,Goa
-,ned,goa,neu,den
Interrail,Maturareise,Natura,Maturareise,Matura reise
durch,Interrail,Maturareise,Interrail,Interrailkarte
sofia,nachtrag,-,Nachtrag,Nachtrag
wir,sofia,nachtrag,Sofia,Sofia
20,ca,park,ca,ca.
stehen,menschen,20,menschen,Menschen
der,versammlungsverbot,vorher,versammlungsverbot,Versammlungsverbot
orter,fritz,der,fritz,Fritz
interviewte,orter,fritz,roter,order
gleichzeitig,auslandsreport,den,Auslands Report,Auslandsreport
zib,taggleichen,der,taggleichen,tagesgleichen
was,zib,taggleichen,Ziba,zig
3,fritz,den,fritz,Fritz
aufmerksam,frau,herzige,frau,Frau
vorstelle,demokratie,die,Demokratie,Demokratie
und,augen,den,Augen,Augen
ja,demokratie,sagte,Demokratie,Demokratie
und,freiheit,zu,Freiheit,Freiheit
es,zukunft,und,Zukunft,Zukunft
da,wien,nach,Wien,wein
-,fernsehgeschichte,ich,fernsehgeschichte,Fernsehgeschichte
denn,bleibet,Wo,bleibet,bleibe
des,Immo-Newsletter,der,Immo-Newsletter,Imme-Newsletter
ein,Immo,-,Immo,Imme
veranlasste,ImmoBuch´s,erfolgreichen,ImmoBuch´s,Modembuchse
also,onlineStandard,im,online Standard,online Standard
zu,Groer,Kardinal,Groer,Grober
egal,wars,Lehrern,wars,ward
ebenso,news,pausenlosen,news,News
Und,hoeren,ebenso,hören,hören
mit,natuerlich,Und,natürlich,natürlich
-,Scorpions,den,Scorpions,Skorpions
Change,of,Wind,of,oft
*erinner*,Change,of,Change,Charge
-,*erinner*,Change,erinnern,Erinnern
Zita,ExKaiserin,starb,Exkaisern,Exkaiserin
am,Zita,ExKaiserin,Zita,Zitat
Kaiserin,Liedversion,adaptierte,Liedversion,Auslieferversion
gibt,Zita,Kaiserin,Zita,Zitat
Party,ne,gibt,ne,nie
während,Oberlaa,Kurhalle,Oberlauf,Oberaal
niedergefahren,KeyBiscayne,in,KeyBiscayne,Keynesianisch
den,Mai/Juni,im,Mai/Juni,Mai-Juni
durchgemacht,Maturazirkus,gesamten,Maturazirkus,Maturazeugnis
zur,Gorbatschow's,Besuch,Gorbatschows,Gorbatschows
derDDR,40erFeier,zur,40erFeier,weiterfeiern
-,derDDR,40erFeier,der DDR,der DDR
flüchteten,HUN,über,HUN,HIN
gingen,AUT,in,AUT,AU
Haider,blaubeschalte,der,blaubeschalte,blau beschalte
Waldheim,erinnerungslose,der,erinnerungslose,Erinnerungslose
Schon,rausrauchen,und,rausrauchen,ausrauchen
IN,Tschick,die,Schick,Schick
denn,bleibet,Wo,bleibet,bleibe
des,Immo-Newsletter,der,Immo-Newsletter,Imme-Newsletter
ein,Immo,-,Immo,Imme
veranlasste,ImmoBuch´s,erfolgreichen,ImmoBuch´s,Modembuchse
also,onlineStandard,im,online Standard,online Standard
War,Tian'anen-Massaker,-,Tanninen,Kantianern-Massaker
Swan,White,im,White,Weite
River,Pearl,am,Pearl,Perl
und,River,Pearl,River,Raver
hatte,Jedesmal,Importmesse,Jedes Mal,Jedes mal
vor,Heidenrespekt,einen,Heidenrespekt,Heldenrespekt
mein,Marokko/Westsahara,Sudan,Marokko/Westsahara,Westsaharisch
sowie,mauerfall,den,mauerfall,Mauerfall
sonntäglich,jahr,ganze,Jahr,Jahr
verfolgt,lindenstraße,die,Ladenstraße,Lindenstraße
Ereignis,einprägendste,das,ein prägendste,ein prägendste
was,wär,das,wär,wäre
was,pampers,trug,pampers,Pampers
denn,bleibet,Wo,bleibet,bleibe
des,Immo-Newsletter,der,Immo-Newsletter,Imme-Newsletter
ein,Immo,-,Immo,Imme
veranlasste,ImmoBuch´s,erfolgreichen,ImmoBuch´s,Modembuchse
also,onlineStandard,im,online Standard,online Standard
die,Niederwalzung,und,Niederwalzen,Niederwallung
in,Reformprozeß,den,Reformprozeß,Reformprozess
in,Tiananmen-Hohn,den,Tiananmen-Hohn,Tantiemen-Hohn
die,-Nachrichten,DDR,-Nachrichten,-nachrichten
da,daß,klar,dass,dass
-,Wenzelsplatz,am,Wenzels platz,Wenzelsplatz
jeder,Zwangsbeglückung,jeder,Zwangsbeglückung,Zwangsbeglücken
Heinz,Dr,einzutreten,Dr.,Dur
in,Anderle,Heinz,Andere,Enderle
Gaaar,BMX-Rad,kein,BMX-Rad,BOX-Rad
so,Gaaar,BMX-Rad,Giaur,Aargau
war,cheaucescu,von,Ceausescu,aufscheuche
ereignis,pol,jenes,pol,Pol
das,ereignis,pol,Ereignis,Ereignis
zum,vorspiel,das,Vorspiel,vorspiele
war,mauerfall,zum,mauerfall,Mauerfall
des,gefühl,dem,Gefühl,Gefühl
in,botschaft,volle,Botschaft,Botschaft
kann,prag,in,Prag,Prag
durfte,liveschaltungen,viel,live Schaltungen,Resetschaltungen
schauen,zib2,mal,zib2,Zibebe
wie,genscher,dann,Genscher,Genscher
steht,balkon,den,Balkon,Balkon
spricht,flüchtlingen,den,Flüchtlingen,Flüchtlingen
nervlich,botschaftsgarten,im,botschaftsgarten,Botschaftsgarten
und,ungewissheit,in,Ungewissheit,Ungewissheit
geht,rest,der,rest,erst
und,jubel,in,Jubel,jubel
unter,emotionen,und,Emotionen,Emotionen
bis,Pieriestrojka,die,Perestroika,Perestroika
kam,VS,Klasse,VS,VS.
denn,bleibet,Wo,bleibet,bleibe
des,Immo-Newsletter,der,Immo-Newsletter,Imme-Newsletter
ein,Immo,-,Immo,Imme
veranlasste,ImmoBuch´s,erfolgreichen,ImmoBuch´s,Modembuchse
also,onlineStandard,im,online Standard,online Standard
dabei,Hasselhoff,David,Hasselhoff,Hasselfelde
be/UHhwdyNfwPQ,//youtu,http,YouTube,YouTube
Und,be/UHhwdyNfwPQ,//youtu,bei,be/UHhwdyNfwPQ
und,Spreepiraten,die,Spreepiraten,Spreeseiten
und,Kinderfilme-,andere,Kinderfilme-,Kinderfilme
ganz,werd,ich,werde,werd
oder,text,und,text,Text
oder,foto,oder,Foto,Foto
in,meeting,einem,meeting,Meeting
nicht,weiss,Mauer,Weiß,weiß
und,glaubich,Tor,glaublich,glaublich
einen,Friedrichsstrasse,in,Friedrichsstrasse,Friedrichstraße
Leider,abwatschen,mich,abwaschen,abwaschen
Kann,jahre,80er,Jahre,Jahre
nichts,gegenideologie,die,gegen Ideologie,Gegenideologie
zu,sieg,diesem,sieg,Sieg
das,wirrkoepfe,wie,Wirrköpfe,Wirrköpfe
verkuendet,geschichte,der,geschichte,Geschichte
und,verkuendet,geschichte,verkündet,verkündet
dies,wirrkoepfe,andere,Wirrköpfe,Wirrköpfe
sich,siegesrausch,im,siegesrausch,Siegesrausch
zu,allmachtsgefuehl,ein,allmachtsgefuehl,Allmachtsträume
dingen,bloszen,zu,bolzen,lieblosen
wurden,papiers,des,papiers,Papiers
pluendern,sieger,die,Sieger,Sieger
erlebt,pluendern,sieger,plündern,plündern
konnten,pluendern,nur,plündern,plündern
habe,geschichte,der,geschichte,Geschichte
wird,geschichte,die,geschichte,Geschichte
wird,geschichte,die,geschichte,Geschichte
verkommenen,religion,zur,religion,Religion
erleben,liberalismus,verkommenen,Liberalismus,Liberalismus
kennt,geschichte,die,geschichte,Geschichte
denn,bleibet,Wo,bleibet,bleibe
des,Immo-Newsletter,der,Immo-Newsletter,Imme-Newsletter
ein,Immo,-,Immo,Imme
veranlasste,ImmoBuch´s,erfolgreichen,ImmoBuch´s,Modembuchse
also,onlineStandard,im,online Standard,online Standard
^^,Fruchtwasseschwimmen,hauptsächlich,Fruchtwasseschwimmen,Fruchtwasserschwimmen
selber,geschichten,spannenden,Geschichten,Geschichten
der,schüler,war,Schüler,Schüler
zu,volksschule,klasse,Volksschule,Volksschule
der,fall,den,fall,Fall
bewusst,form,einer,form,Form
die,tirol,ländlichen,Tirol,Tirol
für,auswirkungen,die,Auswirkungen,Auswirkungen
gemacht,thema,zum,Thema,Thema
davor,heut,noch,heut,heute
die,gabs,2011,gabs,gab
in,Nuclearkatastrophe,die,Nuclearkatastrophe,Nuklearkatastrophe
lehne,Befürworter/Lobbies,deren,Lobbys,Befürworterseite
Ich,Grausl,ein,Graus,Graus
endlich,Politik/Lobbies,dass,Lobbys,Politikerkreises
der,naja,-,naja,Maja
hat,zweiten´Grenzeinsatz,meinem,zweiten ´Grenzeinsatz,Weltranglistenzweite
e-mail,air-mail,oder,air-mail,fair-mail
schandmaul,e-mail,air-mail,e-mail,-mail
-,schandmaul,e-mail,Schandmaul,Schandmaul
ein,grad,da,grad,Grad
weg,monate,paar,Monate,Monate
und,europa,aus,Europa,Europa
gemacht,unsinn,die,Unsinn,Unsinn
von,mitte,der,Mitte,timte
war,australien,von,Australien,Australien
der,fall,der,fall,Fall
eine,zeitungen,den,Zeitungen,Zeitungen
und,zeilen,acht,Zeilen,zielen
die,bild,kleinen,Bild,Bild
gabs,metropolen,die,Metropolen,Metropolen
wochenalte,gabs,metropolen,gabs,gab
spiegel,wochenalte,gabs,wochenalte,hochhalten
in,spiegel,wochenalte,Spiegel,spiegel
noch,welt,alte,welt,Welt
war,rückkehr,meiner,Rückkehr,Rückkehr
damit,monate,ich,Monate,Monate
zu,zeitungen,alte,Zeitungen,Zeitungen
einzufangen,stimmung,die,Stimmung,Stimmung
wichtiges,gefühl,das,Gefühl,Gefühl
denn,bleibet,Wo,bleibet,bleibe
des,Immo-Newsletter,der,Immo-Newsletter,Imme-Newsletter
ein,Immo,-,Immo,Imme
veranlasste,ImmoBuch´s,erfolgreichen,ImmoBuch´s,Modembuchse
also,onlineStandard,im,online Standard,online Standard
nach,Ungarnurlaub,ihren,Ungarnurlaub,Ungarnabwehr
wir,Ne,-,Ne,New
jetzt,Is',zurück,Is',Iss
Frage,ne,noch,ne,nie
des,etc,Kriege,etc.,et
alt,jahre,9,Jahre,Jahre
mit,player,global,player,Player
gemacht,co,und,co,Co
anfing,ungarn,da,Ungarn,Ungarn
komplett,vorhang,den,Vorhang,vorsang
über,leute,die,Leute,Leute
noch,ostdeutschland,dann,Ostdeutschland,Ostdeutschland
geöffnet,pforten,seine,Pforten,Pforten
beihilfer,ungarns,schon,Ungarns,Ungarns
zur,beihilfer,ungarns,Beihilfe,Beihilfe
-,meilenstein,ein,Meilenstein,Meilenstein
denn,bleibet,Wo,bleibet,bleibe
des,Immo-Newsletter,der,Immo-Newsletter,Imme-Newsletter
ein,Immo,-,Immo,Imme
veranlasste,ImmoBuch´s,erfolgreichen,ImmoBuch´s,Modembuchse
also,onlineStandard,im,online Standard,online Standard
offenbar,schmähstad,eher,schmähstad,schmähst ad
Gewalt,emotialen,der,Emotionen,emotionalen
Ende,Geb,-,Geb.,Gen
1989,Okt,Ende,Okt,Kt
im,Bräunerstraße,der,Bräunerstraße,Brennerstraße
die,daß,zeigte,dass,dass
Trabis,knuddeligen,diese,nadeligen,knuddeligen
für,Visumpflicht,die,Visumpflicht,Visumspflicht
eingestellt,Westdeutchen,für,Westdeutschen,Westdeutschen
Brücke,Glienicker,der,Leinacker,Glienicker
genannt,'Spionenbrücke',auch,Spionen brücke,Pionierbrücke
über,Wessies,erste,Wessels,Wesirs
es,gabe,Dort,gäbe,Gabe
der,frequenz,die,Frequenz,Frequenz
so,a-mails,der,a-mails,-mails
-,nebensächlichkeit,jede,Nebensächlichkeit,Nebensächlichkeit
streicht,unesco,-,UNESCO,UNESCO
ball,wr,den,wer,er
aus,ball,wr,ball,Ball
oh,weltkulturerbe,dem,weltkulturerbe,Weltkulturerbe
wird,alert-nachricht,wichtigen,alert-nachricht,alert -nachricht
max,gab's,bisher,gab's,Gabys
1x,max,gab's,max,Max
pro,1x,max,1x,ex
entsprechende,monat,pro,Monat,Monat
die,mails,entsprechende,mails,Mails
des,anfang,seit,Anfang,Anfang
kommt,jahres,des,Jahres,Jahres
bis,mail,eine,mail,Mail
täglich,2x,zu,2x,ex
perry,rick,nächste,rick,Trick
gibt,perry,rick,Petry,Jerry
was,nix,noch,nix,Unix
erfordern,aufmerksamkeit,erhöhte,Aufmerksamkeit,Aufmerksamkeit
Hinrichtung,Ceausescus,Bukarest,Ceausescus,Sauseschritt
als,kraxlt,Mauer,kraxelt,kraxelt
eines,postet,Facebook,postet,prostet
of,wind,klingt,wind,Wind
change,of,wind,of,oft
ein,change,of,change,gehangen
zynisch,bischen,ein,bisschen,bisschen
the,follow,I,follow,Follikel
Moskva,the,follow,the,ehe
And,Moskva,the,Moskva,Moskwa
down,And,Moskva,And,Andy
Gorky,to,down,to,tot
Park,Gorky,to,Gorky,Gorki
to,Listening,Park,Listening,Listenring
the,to,Listening,to,tot
wind,the,to,the,ehe
of,wind,the,wind,Wind
change,of,wind,of,oft
An,change,of,change,gehangen
night,summer,August,summer,Summer
Soldiers,night,summer,night,nicht
passing,Soldiers,night,Soldiers,Solddienst
by,passing,Soldiers,passing,Pasing
Listening,by,passing,by,Baby
to,Listening,by,Listening,Listenring
the,to,Listening,to,tot
wind,the,to,the,ehe
of,wind,the,wind,Wind
change,of,wind,of,oft
The,change,of,change,gehangen
world,The,change,The,Thea
is,world,The,world,Worldcup
closing,is,world,is,iss
in,closing,is,closing,losging
did,And,in,And,Andy
you,did,And,did,die
ever,you,did,you,YouTube
think,ever,you,ever,Jever
That,think,ever,think,hinkt
we,That,think,That,Tat
could,we,That,we,weh
be,could,we,could,Coulomb
so,be,could,be,bei
like,close,so,close,lose
brothers,like,close,like,linke
The,brothers,like,brothers,Broichers
future's,The,brothers,The,Thea
in,future's,The,future's,Futurist
air,the,in,the,ehe
I,air,the,air,fair
feel,can,I,can,van
it,feel,can,feel,feil
everywhere,it,feel,it,IT
Blowing,everywhere,it,everywhere,reversiere
with,Blowing,everywhere,Blowing,Bowling
the,with,Blowing,with,wich
wind,the,with,the,ehe
of,wind,the,wind,Wind
change,of,wind,of,oft
schad,change,of,change,gehangen
war,schad,change,Schad,schade
wenn,lied,ergreifendes,lied,leid
zu,ZIB,Spezial,ZIB,ZIG
zeit,lust,die,lust,Lust
-,Eltern^^,meiner,Eltern^^,Eltern
spitze,Thread,dieser,Thread,Reader
verloren,nix,wirklich,nix,Unix
dafür,gibts,Garantie,gibst,gibst
in,derStandard,wenn,der Standard,der Standard
und,geliked,und,Glied,Likedeeler
hat,geshared,und,Gebharde,geschart
sich,erinner,und,erinnern,erinner
ich,würd,Zeit,würd,würde
-,nix,fast,nix,Unix
dessen,Ceaucescu,hingerichteten,Ceausescu,Würzsauce
Das,March,zur,March,Mark
Ende,Ceausescus,an,Ceausescus,Sauseschritt
-,Scorpions,Melodie,Scorpions,Skorpions
und,freigeschalten,alle,freigeschalten,freigeschaltet
auf,pfeif,ich,pfeif,pfeife
-,MEINUGSFREIHEIT,ZUR,MEINUGSFREIHEIT,MEINUNGSFREIHEIT
-,newsletterservice,dieser,Newsletter Service,Newsletter
kommt,printausgabe,die,printausgabe,Printausgabe
-,standard,der,standard,Standard
in,tageszeitung,bevorzugte,Tageszeitung,Tageszeitung
-,österreich,in,Österreich,Österreich
ich,möcht,-,möcht,möchte
die,kleidung,grausliche,Kleidung,Kleidung
bleiben,fotos,die,Fotos,Fotos
und,papier,auf,papier,Papier
versteckt,kindern,meinen,kindern,Kindern
von,sowas,bin,so was,Iowas
pre-facebook,jugend,meine,Jugend,Jugend
war,pre-facebook,jugend,pre-facebook,per-facebook
1,Cubakrise,war,Cuba Krise,Kubakrise
vor,Yom-Kipur-Krieg,6-Tage-Krieg,Myom,Vom-Kipur-Krieg
und,sass,Radio,sass,saß
hab,Begebeheiten,genaue,Begebenheiten,Begebenheiten
kann,Witzigerweise,könnte,Witzig erweise,Witzigerweise
Jahrzehnts,turbokapitalistischen,des,turbokapitalistischen,staatskapitalistischen
Zeitalter,beschi**ene,dieses,beschied,beschienene
most,the,-,the,ehe
epic,most,the,most,Most
fail,epic,most,epic,episch
in,fail,epic,fail,faul
-,history,in,history,Story
nachzulesen,wiki,in,wiki,Wiki
der,daß,nachzulesen,dass,dass
Riccardo,PK,der,PK,KP
Ehrmann,Riccardo,PK,Riccardo,Ricardo
von,Ehrmann,Riccardo,Ehrmann,Ehemann
der,ANSA,von,ANSA,ANSAH
dieses,daß,wunderbar,dass,dass
einmal,RO,von,RO,ROH
hats,Ceausescu,aber,Ceausescu,Schmause
halt,hats,Ceausescu,hats,hast
Namesti,Vaclavske,am,Vaclavs,Lavasockel
mitgenommen,Namesti,Vaclavske,Nahest,Amnestie
Havel,Vaclav,und,Vaclav,Lava
Dann,Melantrich,Verlags,Melantrich,Entlangstrich
Buch,ihm´s,Gebt,ihr's,ihm
Hab,laestig,unglaublich,lästig,lästig
los,Tiananmen,mit,Tiananmen,Tantiemen
sind,Community,dieser,Community,Kommunität
um,Schulbuberl,ein,Schulbuberl,Schubertsche
1989,november,-,November,November
in,dinner,einem,dinner,Dinner
warnt,london,in,London,London
eine,sitznachbarin,meine,sitz Nachbarin,Sitznachbarin
aus,architektin,junge,Architektin,Architektin
weiß,belgrad,aus,Belgrad,Belgrad
kroatin,serbin,ob,Serbin,Serbin
oder,kroatin,serbin,Kroatin,Kroatin
allen,bosnierin,oder,Bosnierin,Bosnierin
jugoslawiens,auflösung,die,Auflösung,Auflösung
würde,jugoslawiens,auflösung,Jugoslawiens,Jugoslawiens
-,europa,in,Europa,Europa
alles,grad,war,grad,Grad
freude,friede,alles,friede,Friede
eierkuchen,freude,friede,Freude,freute
der,eierkuchen,freude,Eierkuchen,Eierkuchen
in,umsturz,blutige,Umsturz,Umsturz
war,rumänien,in,Rumänien,Rumänien
später,monat,ein,Monat,Monat
später,jahre,1/2,Jahre,Jahre
1991war´s,sommer,im,Sommer,Sommer
in,bürgerkrieg,blutiger,Bürgerkrieg,Bürgerkrieg
der,jugoslawien,in,Jugoslawien,Jugoslawien
dauern,jahre,10,Jahre,Jahre
ethnischen,inkl,soll,inkl.,inkl.
kriegsverbrechen,säuberungen,ethnischen,Säuberungen,Säuberungen
und,kriegsverbrechen,säuberungen,Kriegsverbrechen,Kriegsverbrechen
einsatz,NATO-,und,NATO-,NANO-
-,einsatz,NATO-,Einsatz,Einsatz
-,Nukular,heißt,Unklar,Nuklear
und,kindergarten,im,kindergarten,Kindergarten
überhaupt,ereignis,dieses,Ereignis,Ereignis
-,normalität,mich,Normalität,Normalität
geben,spätzünder,auch,Spätzünder,Spätzünder
Schweiz,zB,einzugeben,zu,dB
=,dazufügen,automatisch,da zufügen,da zufügen
rüber,Trabbi,dem,Trabbi,Trabi
von,uterus,im,uterus,Uterus
-,mama,meiner,mama,Mama
lego,weltraum,hab,Weltraum,Weltraum
gespielt,lego,weltraum,Lego,Lego
gewohnt,U4,im,U4,Ur
in,Studentendemos,großen,Studentendemos,Studentendomes
1990,Jännertagen,ersten,Jänner tagen,Männertagen
und,etc,Zwangsumtausch,etc.,et
Havel,Vaclav,von,Vaclav,Lava
