left context,original word,right context,word correction,hun correction
bis,herumrandaliert,solang,herumrandaliert,herum randaliert
at,orf,war,Dorf,ORF
dran,chatrooms,die,chatrooms,Chatrooms
das,Hach,dran,Hach,Ach
vom,bloing-bloing-bloing-ti-tiii,das,bloing-bloing-bloing-ti-tiii,Bläuling-bloing-bloing-ti-tiii
die,Digne,-,Dinge,Dinge
und,Arpa-Net,ins,Arap,Urpaar-Net
ab,Earn,ins,Earn,Erna
sehen,heruntertrödeln,Buchstaben,heruntertrödeln,heruntertrudeln
zunächst,Gopher,wissen,Gopher,Gocher
wirklich,internet,das,internet,Internet
gab,Pöggstall,in,Pöggstall,Augiasstall
Konto,Miles&More,mein,Miles&More,Milztumore
zum,amLand,uns,am Land,am Land
es,funzt,Hof,fenzt,furzt
Friends,Tree,Happy,Tree,Teer
Dann,Friends,Tree,Friends,Friedens
und,<blink>,von,<blink>,blinken
die,Gifs,animierten,Gifs,Gigs
hat,Hype,aktuelle,Hype,Hupe
-,geblitzdingst,davor,geblitzdingst,angeblitzt
Ist,Date,erste,Date,Datei
her,20Jahre,gut,20Jahre,Jahre
würde,56k-Modem,Ein,56k-Modem,moderndem
und,Browser-Games,ich,Browser-Games,Browser-Gams
ist,draufgegangen,alles,draufgegangen,drauf gegangen
Dann,unpackbar,ist,undankbar,unknackbar
mp3,schrammelige,eine,schrumpelige,schrammige
warten,mp3,schrammelige,mp3,MPEG
aufregend,extren,das,extern,extern
aufgebaut,PPTP-Verbindung,erste,PPTP-Verbindung,PPP-Verbindung
und,Fidonet-,den,Findet,Idoneität
davor,CompuServe-G'schichten,und,CompuServe-G'schichten,Computer-G'schichten
Österreich,EUnet,die,Einet,Ebnet
guess,yeah,so,yeah,Yamaha
I'm,guess,yeah,guess,Guinness
a,I'm,guess,I'm,Ilm
Meldungen,push,die,push,pushe
ICQ,Geocities,Altavista,Geocities,Gestiegenes
So,*sentimentalwerd*,-,sentimentaler,sentimentalisieren
Zugang,Compuserve,erster,Compuserve,Computer
Modem,USR,das,USR,URS
Geräusch,nervtötende,Dieses,nerv tötende,nervtötende
hatte,Ferialjob,einen,Ferialjob,Erbmaterial
486er,veralterten,schon,veralteten,veralteten
gings,POT-Dose,zur,POT-Dose,SPOT-Dose
und,mega-kompliziert,waren,mega-kompliziert,omega-kompliziert
Bit,hereintröpfelnden,die,hereintröpfelnden,herein tröpfelnden
-,superneu,1998,super neu,super neu
Ich,GV,erster,GV,GT
U,laaaaaangsames,sehr,laaaaaangsames,langsames
war,Robotics-Telefonmodem,S,Robotik,Robotik-Telefonmodem
über,Push-Mitteilungen,Sie,Push-Mitteilungen,Bush-Mitteilungen
mit,Push-Mitteilung-Service,des,Push-Mitteilung-Service,Bush-Mitteilung-Service
das,NES,auf,NES,ES
vom,Initstring,den,Initstring,Trinitarist
-,jaz,das,jazz,ja
krachen,dingeln,klingeln,dingen,tingeln
konnte,clicken,und,flicken,blicken
gingen,Schweindlseiten,ex,Schweindlseiten,Schwindelseiten
-,hehehe,nachts,hergehe,Sehehe
im,gabs,90er,Gäbs,gab
Webbrowsers,Mosaic,nagelneuen,Mosaik,Mosaik
aber,80ern,den,80ern,Lernern
-,#Neuland,im,#Neuland,Neuland
contact,first,der,First,First
war,contact,first,Content,Container
erste,*die*,nicht,*die*,die
In,altavista,war,Aktivist,Altstalinist
dabei,bewohnern,Internet,Bewohnern,Bewohnern
Ich,aufgefettet,Internet,aufgebettet,auf gefettet
war,Mei,geholfen,Mei,Sei
johnporno,buongiorno,-,buongiorno,Mezzogiorno
-,johnporno,buongiorno,John Porno,Lohnporno
bestellt,'halal'-essen,nicht,Halali,Halali-essen
ICQ,Quake3,dann,Quake3,Quake
-,anschliessen,nur,anschließen,anschließen
doch,er/sie,Hat,er/sie,ersieht
-,SCNR,impliziert,SCNR,SCHNUR
Einheiten,Pascale,Turbo,Pascal,Pascal
oder,Gugl,Suchmöglichkeit,Gugel,Gulag
-,*fg*,wars,feg,*fg*
das,*lach*,-,*lach*,Allach
one,for,Dinner,fort,gor
zu,one,for,ohne,ohne
oder,adsl,schon,Adel,ADSL
ende,mitte,war,Mitte,timte
Damals,modem,14k,Modem,Modem
no,internet,das,Internet,Internet
ned,no,internet,not,eo
computerisierung,-äh-,Massenmotorisierung,-äh-,näh-
Hmmm,computerisierung,-äh-,Computerisierung,Computerisierung
was,Hmmm,computerisierung,Hamm,Hamm
da,8k,28,8k,Lk
lang,hats,da,Hatz,hast
runtergeladen,nackerte,eine,ackerte,ackerte
hat,runtergeladen,nackerte,runtergeladen,runter geladen
ohnehin,auflösung,geringen,Auflösung,Auflösung
was,vorstellungskraft,viel,Vorstellungskraft,Vorstellungskraft
erst,verwendung,sinnvolle,Verwendung,Verwendung
des,zuge,im,Zuge,Zuge
Dateien,x/z/sealink,per,Salin,ultralinke
-,aoncomplete,NACH,aoncomplete,Complainte
die,Post-Doc,als,Post-Doc,Post-Dock
at,standard,der,Standard,Standard
zum,VAX-Terminal,einem,VAX-Terminal,VAN-Terminal
ab,Usenet-groups,-,Senat,Usenet-Groupies
anyone,sex,alt,Sex,Sex
-,anyone,sex,Antone,Canyon
dieser,Mit-Lefties,alle,Luftiges,Mit-Softies
haben,Werken/Basteln,beim,Werken/Basteln,Bewerkstelligen
auf,Café-Lokation,einer,Café-Lokation,Café-Lokution
Straße,Währinger,Wiener,Währ Inger,Währinger
Griff,schiefer/geschwungener,ergonomisch,schiefer/geschwungener,hinuntergeschwungen
dadurch,Häferl,das,Hafer,Schäfer
-,www,zum,WWW,wo
sind,SIe,-,Sie,Sie
-,Harharharhar,Immer,Harharharhar,Hammerhart
erzählt,Postinghistory,Ihre,Postinghistory,Postorogenetisch
-,#lubrileak,-,#lubrileak,Wikileaks
gehabt,TP,auf,TP,FTP
mussten,Auskenner,die,Auskenner,Auskernen
anhören,Socks,von,Sockst,Stocks
genannt,Cat,First,Chat,Cato
org/wiki/Socks,wikipedia,//de,Wikipedia,Wikipedia
-,org/wiki/Socks,wikipedia,org.,org/wiki/Socks
Biepbiepbiepbiepbiepbiep,Tüüüüddd,-,Tüüüüddd,Tüddern
Tschhhhhhhhh,Biepbiepbiepbiepbiepbiep,Tüüüüddd,Biepbiepbiepbiepbiepbiep,Barbiepuppe
röööhhhhrrröööhhhhrfitttzzzzzzzgrrrgrgrgrrrrwiiiiirrrrrfföööööööpppwwiriiiirrrr,Tschhhhhhhhh,Biepbiepbiepbiepbiepbiep,Tschhhhhhhhh,Klatschhaft
läd,[Seite,tschhhhhhhhhhhhhhhhhhhhwrwrwrwrwrrwrwdöötschhhhhhhngngngggggpfffffffffffffff,[Seite,Seite
],läd,[Seite,lädt,lädt
ein,Linkshändersein,durchs,Linkshänder sein,Linkshänder sein
ich,bild,-,Bild,Bild
ca,FidoNet,-,Findet,Idoneität
geh,mutter,meine,Mutter,Mutter
+,Usenet,+,Senat,Usenet
Chat,Ö3,-,Ö3,Öl
verschiedene,XYZ,und,XYZ,XYLOL
auswendig,nummer,ICQ,Nummer,nummre
war,frusterlebnis,größtes,Frust Erlebnis,Brusterlebnis
tricky,Boah,-,Boa,Boa
Bis,tricky,Boah,tricks,trick-
denn,telefonierts,wem,telefonierst,telefonierst
wooos,Inter,lange,Intern,Inder
-,wooos,Inter,Wosz,Woikowos
tourist,virtual,Programm,virtuell,Virtualität
konnte,tourist,virtual,Tourist,Tourist
wenn's,Ausser,flüssig,Außer,Aussee
für,wenn's,Ausser,wenn's,Wendens
ich,nehm',dann,Nehm,nehme
-,kopf,im,Kopf,Kopf
95,sept,-,Sept.,Sept
es,abendschule,der,Abendschule,Abendschule
langsam,soooo,war,solo,sooft
gefunden,programm,richtige,Programm,Programm
navigator,netscape,haben,Netscape,Netscape
dann,navigator,netscape,Navigator,Navigator
des,motto,dem,Motto,Motto
i,wüdn,des,wund,würden
ka,zwoa,hob,zwei,zwar
ohnung,ka,zwoa,kam,ja
wori,ohnung,ka,Wohnung,Wohnung
hifoa,wori,ohnung,worin,worin
oba,hifoa,wori,Hiphop,Chiffon
dafüa,oba,hifoa,ob,ob
bin,dafüa,oba,dafür,dafür
duat,gschwinda,ich,geschwind,geschwind
-,duat,gschwinda,duzt,dual
modem,robotics,S,Robotik,Robotik
rumliegen,kasterl,im,Kasperl,Kataster
in,flugzeuge,gerade,Flugzeuge,flugzeug-
einschlugen,bürotürme,in,Bürotürme,Bürotürme
mit,ÖPT-Steckdose,heilige,ÖPT-Steckdose,ÖLT-Steckdose
Modem,Robotics,US,Robotik,Robotik
Grenze,Deutsch-österr,bewachte,österr.,Deutsch-Röster
Relay,Bitnet,chatte,Bitten,Bitten
auf,Relay,Bitnet,Relay,Relax
natürlich,gab',Rechenzentrum,gab',gab
und,Archie,von,Archie,Arche
com/albums/e6/HollaAtchaBoii/quagmire-learns-about-internet-porn-family-guy,photobucket,//i36,photobucket,photokopiert
-,png,com/albums/e6/HollaAtchaBoii/quagmire-learns-about-internet-porn-family-guy,peng,eng
So,icq,über,ICQ,ICQ
das,gewissenmaßen,es,gewissenmaßen,gewissermaßen
ungemein,Flexibiltät,und,Flexibilität,Flexibilität
Online,Libro,war,Libero,Libero
das,dnke,ich,denke,denke
RAM,Fesplatte,RAM,Festplatte,Fes platte
Laufwerk,CD-Rom,4-Fach,CD-ROM,CD-Rom
Grafik,SVGA,und,SVGA,SAGA
zum,High-End-Teil,absolutes,High-End-Teil,Highway-End-Teil
in,einreiseverbot,ein,einreiseverbot,Einreiseverbot
-,lebenszeit,auf,Lebenszeit,Lebenszeit
-,altavistaern,mal,altavistaern,Veranstaltern
-,katzen,-,Katzen,Katzen
-,Lolcats,aller,Lolas,Holocausts
Da,Zyxel-Modem,per,Ziel,Texel-Modem
hatte,Zyxel,auch,Ziel,Texel
sondern,kbps,4,kbps,Klops
einwählen,Zyxel-Speed,kbps,Ziel,Texel-Speed
Winsock,Trumpet,-,Trumpet,Trump et
-,Winsock,Trumpet,Winsock,Winston
später,Eudora,-,Eudora,Eldorado
hat,chatroom,der,chatroom,Chatroom
-,schwartelnd,tat,schwartend,schwafelnd
Auf,gepannt,Links,gepinnt,gespannt
Tippen,goofy,ich,Goofy,googel
aus,Volksshule,Klasse,Volksschule,Volksschule
darstellt,Zwischen-Erfinung,eine,Erfindung,Zwischen-Erfindung
erzähle,56kModem,vom,56kModem,moderndem
as,cringy,Vorsicht,ring,Ring
f*ck,as,cringy,as,ad
-,f*ck,as,eckt,f*ck
Tausend,PTA,der,PTA,ETA
keine,Surfens,gelegentlichem,Surfens,Surfers
das,Pfuh,-,Pfuhl,Pfuhl
-,Schweinderlseite,irgendeine,Schweinderlseite,Senderreichweite
und,US-Robotics,zwischen,US-Robotics,US-Robotik
und,X2,zwischen,X2,XI
-,k56flex,und,k56flex,Reflex
unterwegs,6k,33,6k,Lk
Post-Telefone,anthrazit-farbenen,schönen,färbenden,Anthrazit-farbenen
und,einzubremsen,möglichst,einzubremsen,einzubrennen
com/wp-content/uploads/2011/08/This_is_How_You_Look_Like_Right_Now,funnypicss,//www,funnypicss,Fundschicht
jpg,com/wp-content/uploads/2011/08/This_is_How_You_Look_Like_Right_Now,funnypicss,com/wp-content/uploads/2011/08/This_is_How_You_Look_Like_Right_Now,Compaq-content/uploads/2011/08/This_is_How_You_Look_Like_Right_Now
Kunden,Teleweb,ersten,Tele web,Teleweib
experience,Inet,echte,Inert,Ines
an,experience,Inet,experience,expedieren
aus,spaßhalber,letztens,spaßhalber,spaßeshalber
ja,zahnbürste,die,Zahnbürste,Zahnbürste
ist,gegenstand,rechter,Gegenstand,gegen stand
alles,hand,rechten,Hand,Hand
oder,flipchart,einem,Flip Chart,Flipchart
stehe,tafel,einer,Tafel,tafel
meiner,must-have,DAS,must-have,musst-have
message,incoming,einer,incoming,Cognomina
-,message,incoming,message,Massage
und,Schnurtelefon,-,Schnurtelefon,Schnürtelefon
erinnern,Yline,an,Line,Ylide
war,anfängen,deren,Anfängen,Anfängen
mit,angebot,das,Angebot,Angebot
verwenden,anbieter,keinem,Anbieter,Anbieter
wer,Ö3-Chat,der,Ö3-Chat,Öl-Chat
quake,8mb,die,8mb,MBB
waren,demo,quake,demo,Demo
an,lg,teuer,lag,kg
bzw,compuserv,bei,Composer,Computer
unterwegs,usenet,im,zusendet,Usenet
hat,www,das,www,wo
-,durchgezwickt,Modemkabel,durchgezwickt,durch gezwickt
Elektronica,Ars,zur,Ars,Ar
in,Elektronica,Ars,Elektronik,Elektronisch
inkludiert,Internetsurfen,gratis,Internetsurfen,Internet surfen
com,easports,dann,Eissports,Gasports
gekauft,Trafik,der,Trafik,Tragik
weil,stricken/häkeln,nicht,stricken/häkeln,Strichdicken
schwer,Handi,falschen,Handi,Hand
kriegert,Rechtshänderhäferl,ein,Rechtshänderhäferl,Rechtshänder
der,kriegert,Rechtshänderhäferl,krieget,Krieger
dann,e-mail,dann,e-mail,-mail
gruppen,Use-net,dann,Use-net,Usenet
alt,gruppen,Use-net,gruppen,Gruppen
und,conspiracy,alt,conspiracy,Konspiration
fetisch,sex,alt,sex,Sex
irgendwas,fetisch,sex,Fetisch,Fetisch
Seiten,angesurften,ersten,an gesurften,angeschärften
danach,Webcrawler,Austronaut,Webcrawler,Webtrawler
at,sms,und,sums,SMS
herum,geocities,auf,geocities,gestiegenes
und,Manga/Anime,hab,Manga/Anime,Manganite
gesammelt,Astronomiebilder,und,Astronomie Bilder,Gastronomiebetrieb
eh,eMail,eine,Email,Mail
zeigen,WU-Student,befreundeter,WU-Student,AU-Student
28,Village,Global,Village,Viellage
mit,xpoint,bei,Point,Pointe
herumfrickeln,Modemsscripts,an,Modemsscripts,Shellscripts
-,herumfrickeln,Modemsscripts,herumdrücken,herumwickeln
Lycos,superchat,Ja,super Chat,Superchat
suchmaschine,Lycos,superchat,Lycos,Glycosid
und,suchmaschine,Lycos,Suchmaschine,Suchmaschine
porn,elephantlist,und,elephantlist,phantasielos
xD,porn,elephantlist,porn,Sporn
-,gaming,dann,gaming,Ming
lassen,webseiten,Meine,Webseiten,Webseiten
-,macintosh,ein,Macintosh,Macintosh
können,web-foren,ganzen,web-foren,web -foren
will,idiotenforum,jedes,idiotenforum,Idiotenfilm
geschrieben,beiträge,fünf,Beiträge,Beiträge
und,UTF-8,mangels,UTF-8,UTE-8
-,Subject,im,Subject,Subjekt
listeten,WebSites,interessante,Websites,Websites
Nukem,Duke,an,Duke,Luke
3D,Nukem,Duke,Noem,Nuklearem
kommen,3D,Nukem,3D,AD
ADSL,TelekomAustria-Jet2Web-Tele-Kom-Aus-Tria-A1,mit,TelekomAustria-Jet2Web-Tele-Kom-Aus-Tria-A1,Telekom Austria-Jet2Web-Tele-Kom-Aus-Tria-A1
ICQ,mIRC,düsen,Marc,IRC
heim,Geocities,auf,Gerocktes,Gestiegenes
basteln,Homestead,und,Homestead,Hostadapter
at,chat,www,Chat,hat
zur,11jähriger,als,11jähriger,jähriger
weil,Jet11,als,Jet11,Jette
flüstert,süsse12,geblieben,süsse12,müsse
wie,hey,flüstert,hey,her
12,süsse,süsse12,süß,süße
bye,sry,flüstert,sorry,Story
Das,bye,sry,bye,Byte
chat,Netway,-,Etwa,Entwarne
homestead,hotmail,chat,Hotmail,Notmail
-,homestead,hotmail,homestead,Hostadapter
gewusst,ZiffCorp,von,ZiffCorp,Ziffer
studieren,Versicherungspolizzen,dutzende,Versicherungspolizzen,Versicherungspolpizzen
Altavista,RIP,sein,RIP,TRIP
in,CompuServe,ueber,Composer,Computer
eine,Bolle,wie,Bolle,Solle
gebracht,Internet-Cafe,ins,Café,Internet-Cape
Netscape,Zehnerblocks,immer,Zehnerblocks,Zehnerdblocks
Eudora,UseNet,0,Senat,Usenet
verpöhnt,Mailattachement,ein,Mailattachement,Mailattachment
war,verpöhnt,Mailattachement,verpönt,verpönt
auf,Rechtshändrschere,einer,Rechtshändrschere,Rechtshänder
hat,Gefunzt,-,Gefenzt,Gefurzt
und,Aufbaggerns,ständigen,Aufbaggerns,Ausbaggerns
gopher,telnet,-,Telnet,Leteln
usenet,gopher,telnet,Gopher,Gocher
bevor,facebook,und,Facebook,Facebook
mit,bbs,war,bis,Ybbs
modem,4kbs,14,4kbs,Krebs
gab,Fidonetz,Im,Fangnetz,Idoneität
Adressen,Netmail,eigenartige,Email,Netzmail
Dann,Internauten,sog,Internaten,Internaten
at,ping,bei,ping,sing
es,sauteuer,War,Steuer,saut euer
als,Gopher-,mehr,Gopher-,Gocher
mein,WWW-Inhalte,als,WWW-Inhalte,WO-Inhalte
2,Html,vor,Hotel,HTML
images,inline,und,inline,online
waren,images,inline,Images,Images
-,sonstwo,als,sonst wo,sonst wo
von,wertkarte,mit,wertkarte,Wertkarte
aus,telefonzelle,von,Telefonzelle,Telefonzelle
nummer,datex-p,die,Datex,Datex-p
so,hahahaha,-,haha haha,Yamaha
-,YLine,-,Line,Ylide
FPÖ,Lillacher,ein,Lolacher,Villacher
Internet,FPÖ,Lillacher,FPÖ,SPÖ
gewesen,übergang,fließender,Übergang,überging
vom,türüüüü,das,türüüüü,Türmer
ich,ohr,im,Ohr,Ohr
war,post,viel,Post,post
festhing,zimmertelefon,depperten,Zimmer Telefon,Zimmertelefon
erstellen,recherchen,festhing,Recherchen,Recherchen
waren,termine,oder,Termine,Termine
man,feierabende,die,Feierabende,Feierabende
-,tageszeitung,die,Tageszeitung,Tageszeitung
der,Gratisstunden,die,Gratisstunden,Gratis stunden
horrend,End,am,End,Ende
-,HBP,unser,HBP,HBF
meiner,Servicedesk,Der,Servicedesk,Servicedeck
dem,ausser,und,Außer,außer
umstelle,gnädigerweise,Tasten,gnädiger Weise,gnädigerweise
als,Kulturinfos,Brauchbare,Kulturinfos,Kulturinfo-
In,Internetcafes,schon,Internetcafés,Internetsafes
-,Hast rausgefunden wie man flüstert,-,Hast rausgefunden wie man flüstert,Hast rausgephunden wie man flüstert
-,Bitte bitte -D,-,Bitte bitte -D,Biette bitte -D
-,geht scho,-,geht scho,gehascht
-,Ja bitte das will ich unbedingt lesen -,-,Ja bitte das will ich unbedingt lesen -,Ja bitte dass will ich unbedingt lesen -
-,/f Einen Befehl den ich nie vergessen werde,-,/f Einen Befehl den ich nie vergessen werde,/ph Einen Befehl den ich nie vergessen werde
deutlich,kenn,Ich,kenn,kenne
gehabt,Snowboarden,am,Snowboarden,Snowboardern
-,in ascii-varianten gabs sicher sowas,-,in ascii-varianten gabs sicher sowas,ASCII-varianten gabs sicher sowas
#,Gabel&Messer,Menschen,Gabelmaße,Gabel-Messer
-,Unbedingt -,-,Unbedingt -,Unbedingt
jpg,org/wikipedia/commons/2/28/White-Snowboard-With-Bindings,wikimedia,org.,org/wikipedia/commons/2/28/White-Snowboard-With-Bindings
-,Ja bitte her damit -,-,Ja bitte her damit -,Ja biette her damit -
-,einen Gateway aus den USA bestellt der schon ein 14400er eingebaut hatte In Tokio waren aller rechner mit jap betriebssystem ausgestattet und das war mir dann doch zu heftig Damit bin ich dan täglich zum cyber shrine gepilgert,-,,einen Gateway aus den USA bestellt der schon ein 14400er eingebaut hatte In Tokio waren aller rechner mit jap betriebssystem ausgestattet und das war mir dann doch zu heftig Damit bin ich dan täglich zum cyber shrine gepilgert
-,Schöne Geschichte,-,Schöne Geschichte,Schlachtengeschichte
-,Oh ja bitte,-,Oh ja bitte,Ohh ja bitte
mein,Meinl,von,Meinl,Mein
-,designed,Rechtshänder,designed,designet
-,stilesproject -,-,Stiles Project,Projektilspitze-
-,Bereits Ende der 80iger auf Mupid BTX für das ZBP auf der WU eine Applikation programmiert dann auf einer der ersten PC-Expos ein 1200 Baud Modem erstanden und in den ersten Mailboxen und dann auf Blackbox unterwegs 1995 Beta-Tester von W95 und 1996 bei CompuServe bereits eine Preis für eine Homepage gewonnen - eine der ersten Seiten die mit Tables eine ergonomische Benutzerführung gezeigt hat Die ersten Bewegtbilder waren ein Eskimo Werbespot in unterirdischer Qualiät - aber sensationell für damals Heut flutscht HD über Chello und alles ist selbstverständlich,-,Stiles Project,Bereits Ende der 80iger auf Mupid BTX für das ZBP auf der WU eine Applikation programmiert dann auf einer der ersten PC-Expos ein 1200 Baud Modem erstanden und in den ersten Mailboxen und dann auf Blackbox unterwegs 1995 Beta-Tester von W95 und 1996 bei CompuServe bereits eine Preis für eine Homepage gewonnen - eine der ersten Seiten die mit Tables eine ergonomische Benutzerführung gezeigt hat Die ersten Bewegtbilder waren ein Eskimo Werbespot in unterirdischer Qualiät - aber sensationell für damals Heut flutscht HD über Chello und alles ist selbstverständlich
abgeschaut,Dad,meinem,Dad,Ad
der,Gespöt,zum,Gespött,Gespött
-,bei derstandard at posten zum Bleistift,-,bei derstandard at posten zum Bleistift,bei dersstandard at posten zum Bleistift
und,Goofy,fahre,Goofy,Googel
-Sturmgewehre,Linksäuger,keine,Linksäuger,Linkssäuger
ausgegeben,-Sturmgewehre,Linksäuger,-Sturmgewehre,-sturmgewehre
ist,Patronenauswurf,Der,Patronenauswurf,Patronenzufuhr
-,So was Scharfes in der Art -,-,So was Scharfes in der Art -,So was Scharphes in der Art -
-,Und seit 2013 einen Standard Account,-,Und seit 2013 einen Standard Account,Und sseit 2013 einen Standard Account
-,5 25 gabs für in die firma 3 5 für daheim das hab ich mir damals eingeprägt,-,5 25 gabs für in die firma 3 5 für daheim das hab ich mir damals eingeprägt,5 25 gabs phür in die firma 3 5 für daheim das hab ich mir damals eingeprägt
-,Wieviele Antworten waren richtig,-,Wievielte,Wieeviele Antworten waren richtig
-,Höhö 7 von 10,-,Höhe,Höhö 7 von 10
-,die zweite - die war aber zu leicht,-,die zweite - die war aber zu leicht,diee zweite - die war aber zu leicht
-,Buh 1 Prozent unter dem Durchschnitt Ein Glück dass das hier nicht die Krone ist,-,Buh 1 Prozent unter dem Durchschnitt Ein Glück dass das hier nicht die Krone ist,Buh 1 Prozent unter dem Durchschnitt Ein Glück daß das hier nicht die Krone ist
-,Und sonst nichts richtig,-,Und sonst nichts richtig,Und ssonst nichts richtig
-,fünf von zehn unterdurchschnittlich ich bin das einfach nicht gewöhnt,-,fünf von zehn unterdurchschnittlich ich bin das einfach nicht gewöhnt,phünf von zehn unterdurchschnittlich ich bin das einfach nicht gewöhnt
hat,fpö,die,FPÖ,SPÖ
abend,Sa,für,Sa,San
-,abend,Sa,Abend,Abend
aber,*hust*,angeben,hüst,huste
-,angeber,-,Angeber,Angeber
vielleicht,läufts,Mal,läufst,läufst
einfach,[zu,-,[zu,zu
-,sein],nicht,sein],sein
meibe,dsuernd,nicht,dauernd,dauernd
postibgs,meibe,dsuernd,meine,meine
löschen,postibgs,meibe,Postbus,postgültig
auf,VS,der,VS,VS.
links,Stäbchenessen,rechts,Stäbchenessen,Stäbchen essen
i,Rechtshänderwerkzeugen,den,Rechtshänder Werkzeugen,Rechtshändlerwerkzeugen
ich,bräucht,Lesen,braucht,bräuchte
ein,werch,Spiegel,welch,weich
-,illtum,ein,Illatum,Illuminat
Würde,WISSENSCHAFTS-Newsletter,einen,WISSENSCHAFTS-Newsletter,Wissenschafts-Newsletter
Wert,Obulus,einen,Obolus,Obolus
zur,analogie,die,Analogie,Analogie
als,halblustig,Besser,halblustig,halb lustig
-,-P,unlustig,-P,-PO
6/10,Najoooo,-,Najoooo,Navajo
3,FS,von,FS,FIS
oder,Steno,beim,Steno,Stent
-,jössas,5/10,Jozas,Massas
in,masse,breite,Maße,Masse
was,Under,-,Wunder,Änder
verblasst,Sherlock,Kombinationsgabe,Sherlock,Herlocke
habe,FPÖ-Frage,Die,FPÖ-Frage,SPÖ-Frage
eine,tendentiell,sie,tendenziell,tendenziell
-,quote,schlechtere,Quote,Quote
drink,don't,-,Donat,Donut
and,drink,don't,Drink,trink
-,Linksfüßer,und,Linksfüße,Linksfüßler
bitte,[Ja,75,[Ja,ja
sic,TeilnehmerInnen,der,Teilnehmerinnen,TeilnehmerInnen
hatten,sic,TeilnehmerInnen,sic,cis
Norris,Chuck,-,Chuck,Check
hätte,Norris,Chuck,Norris,Morris
Jimmy,senior,Bush,senior,Senior
Carter,Jimmy,senior,Jimmy,Jim
und,Carter,Jimmy,Carter,Harter
-,Ouch,20%,Couch,Euch
in,lateinprüfungen,den,Latein Prüfungen,Tateinprüfungen
-,weltmeister,wohl,Weltmeister,Weltmeister
halloooo,einsendeschluss,eigentlich,Einsendeschluss,Einsendeschluss
-,halloooo,einsendeschluss,halloooo,hallo
-,plagiat,ein,Plagiat,Plagiat
aber,grönlandwal-frage,die,grönlandwal-frage,Grönlandwal-frage
u,rechtshaenderin,bin,Rechtshänderin,Rechtshänderin
als,karriere,einer,Karriere,Karriere
steht,wissenschafter,als,Wissenschaftler,Wissenschaftler
jetzt,mußte,-,musste,musste
ich,Holler,welchen,Holler,Holle
reden,Foromaten,dem,Formaten,Formaten
an,tätigkeit,die,Tätigkeit,Tätigkeit
haben,Wieviel,-,Wie viel,Wievielt
hier,Community-Quiz,ersten,Community-Quiz,Kommunität-Quiz
Nun,*Hust*,also,Hüst,huste
ich,hätt,drei,hätt,hätte
s,tjo,zugeteilt,Tajo,tja
isch,läibn,s,Laib,Leibniz
hoat,isch,läibn,sich,sich
wobei,hoat,isch,hat,hat
an,ratschlag,der,ratschlag,Ratschlag
at/statuten/,//atheistische-religionsgesellschaft,http,//atheistische-religionsgesellschaft,atheistische-religionsgesellschaft
-,at/statuten/,//atheistische-religionsgesellschaft,atz,statutengemäß
mal,wärs,Wie,wär,wärst
-,Community-Quizze,über,Community-Quizze,Kommunität-Quizze
am,cafe,Kleinunternehmer,Café,Safe
verbrauch,senf,soviel,Senf,Senf
verkauft,würstel,soviel,Würstel,Würste
einen,lehrbub,der,lehrbar,Lehrbub
senf,kübel,einen,Kabel,Kübel
und,Dg,inkl,DAG,Mg
60%,Dz,und,Da,Hz
erklären,Polit-Mischpoche,die,Polit-Mischpoche,Polit- Mischpoche
gehen,öbb-ler,kann,obbaler,Böbig-ler
sind,Pense,die,Pensa,Sense
geht,Magistratlern,Wiener,Magistralen,Magistratseigen
grad,moment,im,Moment,Moment
das,kollegen,meine,Kollegen,Kollegen
würde,teilzeit,als,Teilzeit,teil zeit
zufrieden,woche,stunden,Woche,Woche
umsteigt,vollzeit,auf,Vollzeit,Sollzeit
und,kids,keine,Kids,Kids
is,kredit,kein,Kredit,Kredit
gründen,wg,wichtigste,weg,weg
und,möglichkeit,eine,Möglichkeit,Möglichkeit
sieht,hamsterrad,ein,Hamster Rad,Hamsterrad
aus,leiter,eine,Leiter,leider
mit,saucenschöpfer,sind,Saucen Schöpfer,herausschöpfen
da,schnabel,mit,Schnabel,Schnabel
rinnt,sauce,die,sauce,Sauce
-,teller,den,teller,Teller
komme,Gartenhäusls,geerbten,Gartenhäusls,Armenhäuslers
50qm,Gemeidebau-Wohnung,durch,Gemeindehaus,Gemeindebau-Wohnung
to,boerse,der,Börse,Soerser
runtergesaugt,to,boerse,tot,tot
ein,runtergesaugt,to,runtergesaugt,runter gesaugt
und,mountainbike,nettes,Mountainbike,Mountainbike
viele,10EUR/Monat,um,10EUR/Monat,neunmonatig
Freigeist,Anderle,Heinz,Andere,Enderle
vom,großteils,sie,Großteiles,großteils
beschrieben,Jahoda,Marie,Jagoda,Idaho
tätig,Gebbieten,naturwissenschaftlichen,Gebieten,Gebieten
ist,insgesammt,Aber,insgesamt,insgesamt
-,Latourisierungswelle,einer,Latourisierungswelle,Säkularisierungswelle
mir,geht's,Gefühlsmäßig,geht's,gehascht
kann,ich's,lang,ich's,ich
an,Zedrak,weitgehend,Zerdrück,Zeder
oebb,//blog,http,Blog,Blog
at/fakten/oebbler-gehen-nicht-mit-50-in-pension/,oebb,//blog,ob,Ebbe
