left context,original word,right context,Match Type,word correction,hun correction,Abkürzung,Eigenname,URL/Email,Englisch,Österreichisch
ein,totschlagargument,-,3,Totschlag Argument,Totschlagargument,,,,,
eine,Möglivhkeit,mit,1,Möglichkeit,Möglichkeit,,,,,
einem,Android,Tablet,3,Androide,Android,,,,,
Android,Tablet,die,4,Tablett,Tablett,,,,1,
in,Chrome,die,2,Chrome,Chrom,,1,,1,
eine,entfleuchte,Hoferbin,3,entfeuchte,entfleuchte,,,,,
entfleuchte,Hoferbin,Allerdings,3,Hoferben,Hoferbin,,,,,
meiner,landw,Ausbildung,5,Land,lande,1,,,,
Ausbildung,umentschieden,Viele,3,unentschieden,umentschieden,,,,,
Viele,MitschülerInnen,kamen,3,Mitschülerinnen,MitschülerInnen,,,,,
Österreich,bla,bla,0,blau,blau,,,,,
wieder,projekte,wo,1,Projekte,Projekte,,,,,
gute,fluchtfahrer,brauchen,3,flucht Fahrer,Fluchtfahrer,,,,,
sie,referenzen,-,1,Referenzen,Referenzen,,,,,
Danke,für's,posten,1,fürs,fürs,,,,,
ein,Ausschliessungsgrund,wenn,5,Ausschliessungsgrund,Schließungsgrund,,,,,
im,prinzip,ich,1,Prinzip,Prinzip,,,,,
Agrar-Förderungen,stimmts,-,4,stimmst,stimmst,,,,,
-,Ui,dort,0,Uni,Uni,,,,,
paar,Raschler,Klimperer,4,Raschle,Raschle,,1,,,
Raschler,Klimperer,werden,5,Klimpere,Klemperer,,1,,,
einer,Windsichtung,priorisiert,0,Windsichtung,Winddichtung,,,,,
-,tztz,-,0,Titz,jetzt,,,,,
ein,Reality,Bites-Zitat,2,Reality,Realcity,,,,1,
Reality,Bites-Zitat,versteckt,5,Bytes,Bits-Zitat,,1,,,
//www,pelikan,com/pulse/vfs-public/v2012/store/writing/writing-equipment/eraser/br-80/br-80-eraser,0,Pelikan,Pelikan,,,1,,
com/pulse/vfs-public/v2012/store/writing/writing-equipment/eraser/br-80/br-80-eraser,group,jpg,2,group,Groupie,,,,1,
-,Ballettänzer,Papst,1,Balletttänzer,Balletttänzer,,,,,
Kollegin,jmy,wie,3,Jimmy,jmd.,1,,,,
Top,Gun,-,2,Gun,Gnu,,1,,1,
vorwärts,button,-,3,button,Button,,,,1,
-,'zurück,zum,2,'zurück,zurück,,,,,
zum,Artikel',link,2,Artikel',Artikel,,,,,
begeisterte,SF-Leserin,Oder,2,SF-Leserin,SO-Leserin,1,,,,
Tut,Anch,Amun,5,Nach,Aich,,1,,,
Anch,Amun,gibt,3,Amin,Amun,,1,,,
ein,Trottelberuf,kommentiert,5,Trottel beruf,Trottelhaft,,,,,
der,Foundation,für,2,Foundation,Fundsituation,,,,1,
nach,lebensalter,kindergärtnerin,1,Lebensalter,Lebensalter,,,,,
lebensalter,kindergärtnerin,hatte,1,Kindergärtnerin,Kindergärtnerin,,,,,
liebe,lehrerin,im,1,Lehrerin,Lehrerin,,,,,
internat,hanni,und,2,Hanni,Johanni,,1,,,
und,nanni,zeiten,2,Nanni,Annan,,1,,,
zeiten,preispickerl-aufkleberin-beim-konsum,ich,0,preispickerl-aufkleberin-beim-konsum,preispolitisch-aufkleberin-beim-konsum,,,,,
diese,preispistolen,damals,3,preis Pistolen,Preispistolen,,,,,
super,fitnesstrainerin,zu,3,Fitness Trainerin,Fitnesstrainerin,,,,,
dauernd,skigymnastik,im,1,Skigymnastik,Skigymnastik,,,,,
der,pubertät,was,1,Pubertät,Pubertät,,,,,
des,studiums,was,1,Studiums,Studiums,,,,,
man,geld,verdienen,3,geld,Geld,,,,,
im,bereich,personalwesen,1,Bereich,Bereich,,,,,
bereich,personalwesen,und,3,personalwesen,Personalwesen,,,,,
und,organisation,also,1,Organisation,Organisation,,,,,
eine,mischung,aus,1,Mischung,Mischung,,,,,
desinteressiert,abgenickt,wurden,3,abgeknickt,abgenickt,,,,,
einer,Polizei/Militärakademie-phase,war,2,Polizei/Militärakademie-phase,Polizei-Militärakademie-phase,,,,,
den,Viehböck,gehasst,2,Viehböck,Viehböcke,,1,,,
-,Lehrer/in,-,2,Lehrer/in,Lehrerin,,,,,
bei,fluchtfahrern,ist,3,flucht Fahrern,Fluchtfahrern,,,,,
bei,safe-knackern,-,5,Safe,Safe-knackern,,,,,
Programmen,überfracbten,möchte,1,überfrachten,überfrachten,,,,,
-,Preispickerl-aufkleberin,auf,0,Preispickerl-aufkleberin,Aufklebeadressen,,,,,1
des,kalifen,-,1,Kalifen,Kalifen,,,,,
Nicht-Kitzlig-Sein,traininert,aber,1,trainiert,trainiert,,,,,
mit,Finanzen/Geld,zu,2,Finanzen/Geld,Finanzendgeld,,,,,
ins,Kastl,glotzen,5,Kästle,Kaste,,,,,1
gesagt,Jagflieger,und,3,Jagflieger,Jagdflieger,,,,,
einer,Spitfire,oder,2,Spitfire,Spitzire,,,,1,
von,kind,auf,3,kind,Kind,,,,,
will,feuerwehrmannwerdenphase,-,0,feuerwehrmannwerdenphase,Fürwahrgehaltenwerden,,,,,
donnerstags,hackln,Wurde,0,Hackl,hacken,,,,,
-,hehe,ein,0,hohe,gehe,,,,,
paar,wochen,noch,1,Wochen,Wochen,,,,,
den,jaap,stam,2,Jaap,Japan,,1,,,
jaap,stam,hab,5,stamm,samt,,1,,,
einen,augenblick,überlegt,1,Augenblick,Augenblick,,,,,
rotes,stricherl,zu,4,stricheln,stricheln,,,,,1
gibt,Fußballerfrau,-,2,Fußballerfrau,Fußballerdfrau,,,,,
wobei,büro,eher,1,Büro,Büro,,,,,
lustige,endpunkt,der,1,Endpunkt,Endpunkt,,,,,
der,traumkette,bauer-soldat-punkrocker,3,traumkette,Traumkette,,,,,
traumkette,bauer-soldat-punkrocker,ist,0,Punkrock er,Bauer-soldat-punkrocker,,,,,
menschen,work-life,balance,2,work-life,York-life,,,,1,
work-life,balance,und,2,balance,Balance,,,,1,
-,rss,gibts,4,riss,riss,1,,,,
//derstandard,at/,id=1850853,0,at/,AT,,,1,,
zum,Kleingärner,mit,1,Kleingärtner,Kleingärtner,,,,,
klare,vorstellung,davon,1,Vorstellung,Vorstellung,,,,,
kindliche,begründungen,dafür,1,Begründungen,Begründungen,,,,,
dem,lineal,zeichne,3,lineal,Lineal,,,,,
andere,leidenschaften,innerhalb,1,Leidenschaften,Leidenschaften,,,,,
meines,berufsfeldes,hinzu,3,berufsfremdes,Berufsfeldes,,,,,
gewisses,faible,für,1,Faible,Faible,,,,,
für,forschung,aber,1,Forschung,Forschung,,,,,
seinen,schattenseiten,-,1,Schattenseiten,Schattenseiten,,,,,
als,Legasteniker,mit,1,Legastheniker,Legastheniker,,,,,
dem,Gym,war,2,Gym,Gysi,,,,1,
Als,Kind/Jugendlicher,träumen,2,Kind/Jugendlicher,Jugendfreundlicher,,,,,
nach,Alterstufe,unterschiedlich,2,Altersstufe,Alter stufe,,,,,
in,Taka-Tuka-Land,Matrose,5,Taki,Tara-Tuka-Land,,1,,,
Raumschiff,Pinguinforscher,Instrumentenbauer,2,Pinguinforscher,Pinguin forscher,,,,,
Instrumentenbauer,Hm,wenn,0,Hm,Häm,,,,,
Wunsch,gaaanz,weit,1,ganz,ganz,,,,,
wieder,Raumschiffkapitän,aber,3,Raumschiffkapitän,Raumschiffskapitän,,,,,
Server,rum,Mist,0,rum,Rum,,,,,
ein,bisserl,aufdrängen,2,bisserl,Busserl,,,,,1
ich,freu,mich,5,freu,frei,,,,,
dir,spaß,macht,3,spaß,Spaß,,,,,
-,Koenig,oder,3,Koenig,König,,,,,
dann,spaeter,Kapitaen,1,später,später,,,,,
spaeter,Kapitaen,Aber,1,Kapitän,Kapitän,,,,,
heute,ausuebt,Die,1,ausübt,ausübt,,,,,
passiert,weils,halt,4,Weils,weil,,,,,
beste,Moeglichkeit,war,1,Möglichkeit,Möglichkeit,,,,,
hat,Koennte,man,1,Könnte,Könnte,,,,,
coole,jacke,aber,1,Jacke,Jacke,,,,,
Auto,muesste,von,1,müsste,müsste,,,,,
Smart,watch,auf,2,watch,wach,,,,1,
ein,email,mit,3,email,Email,,,,,
meinem,CV,Bitte,2,CV,CM,1,,,1,
die,emial,addresse,5,email,Emilia,,,,,
emial,addresse,nachtreiter@KIT,2,Adresse,Raddresse,,,,,
addresse,nachtreiter@KIT,com,0,nachtreiter@KIT,nachbereitet,,,1,,
dabei,faellt,mir,1,fällt,fällt,,,,,
vergessen,Oelbohrer,so,3,Dollbohrer,Ölbohrer,,,,,
dem,film,wo,3,film,Film,,,,,
werden,huuu,die,0,huhu,Hutu,,,,,
immer,laenger,-,1,länger,länger,,,,,
einem,Opel-Manta,herumzufahren,2,Opel-Manta,Opel-Mantra,,1,,,
nicht,angequatscht,weil,2,angequatscht,an gequatscht,,,,,
von,MacGuyver,werden,2,MacGuyver,Vermache,,1,,,
zum,Staatsoperballet,gehen,2,Staatsoperballet,Staatserhaltend,,,,,
quälen,Himmer,wählen,0,Hammer,Hummer,,,,,
in,juristendeutsch,gehaltenen,1,Juristendeutsch,Juristendeutsch,,,,,
immer,4er,und,2,4er,er,,,,,
und,5er,gegeben,2,5er,er,,,,,
immer,1er,2er,2,1er,er,,,,,
1er,2er,oder,2,2er,er,,,,,
oder,3er,Dabei,2,3er,er,,,,,
Die,app,bringt,3,app,App,,,,,
ich,eisenbahnerkind,lokführer,5,Eisenbahner Kind,Eisenbahnerstreik,,,,,
eisenbahnerkind,lokführer,werden,3,Lok Führer,Lokführer,,,,,
ich,krankenpfleger,geworden,1,Krankenpfleger,Krankenpfleger,,,,,
ich,projektierung/planung,site,5,Projektierung,Projektierungsarbeit,,,,,
projektierung/planung,site,service,2,site,sie,,,,1,
site,service,anlagenbau,3,service,Service,,,,,
service,anlagenbau,sprich,3,anlagenbau,Anlagenbau,,,,,
sprich,seelenverkäufer,o,1,Seelenverkäufer,Seelenverkäufer,,,,,
Indianerhäuptling,bandenchef,pilot,3,banden Chef,Bandenchef,,,,,
bandenchef,pilot,eines,3,pilot,Pilot,,,,,
Kanadischen,postflugzeugs,[140,1,Postflugzeuges,Postflugzeugs,,,,,
mit,schwimmer],immer,1,Schwimmer,Schwimmer,,,,,
bischen,herumgetapst,auch,2,herumgetapst,herumgetappt,,,,,
hätte,Cannabistherapeut,-,2,Cannabistherapeut,Cannabiskräuter,,,,,
kein,Partydealer,sondern,2,Partydealer,Partykeller,,,,1,
aus,med,relevanten,2,med,dem,1,,,,
nicht,genötig,sehe,1,genötigt,genötigt,,,,,
Aussterben,betroht,die,1,bedroht,bedroht,,,,,
gehts,hauptsächlch,um,1,hauptsächlich,hauptsächlich,,,,,
Rest,5h,vorm,2,5h,eh,,,,,
genauer,Psychohistoriker,Leider,2,Psychohistoriker,Psychohistorischer,,,,,
mit,Hari,Seldon,2,Hari,Hai,,1,,,
Hari,Seldon,mithalten,5,Seladon,Solden,,1,,,
mich,hineinliessen,G,1,hineinließen,hineinließen,,,,,
-,@Sogenet,Ich,5,So Genet,Ethnogenese,,,,,
der,vorschulzeit,wollte,3,vor Schulzeit,Vorschulzeit,,,,,
ich,politiker,werden,1,Politiker,Politiker,,,,,
entschieden,bildung,zu,1,Bildung,Bildung,,,,,
österreichische,politik,steht,1,Politik,Politik,,,,,
keine,ansichtssache,anschauen,1,Ansichtssache,Ansichtssache,,,,,
anschauen,bsp,Rezepte,5,BSP,Bsp,1,,,,
verwende,nexus,5,3,nexus,Nexus,,1,,,
viel,Speiben,und,0,Speien,Speien,,,,,
vor,hinnigen,Zähnen,0,hinneigen,innigen,,,,,
das,nciht,interesssiert,1,nicht,nicht,,,,,
nciht,interesssiert,Am,1,interessiert,interessiert,,,,,
ich,hab's,geschafft,5,hab's,Habits,,,,,
was,poste,-,2,poste,proste,,,,1,
was,ausgefallenens,Stuntman,4,ausgefallenen,ausgefallenen,,,,,
Mr,Spock,dann,2,Spock,Speck,,1,,,
bodengebundener,Exobiologe,in,2,Exobiologe,Exobiologie,,,,,
ich,Jedi-Ritter,werden,2,Jedi-Ritter,Jede-Ritter,,1,,,
auch,Sith,Situations-,5,Smith,Sikh,,1,,,
Sith,Situations-,und,2,Situations-,Situationist,,,,,
Ab,schwarz/blau,wollte,2,schwarz/blau,schwarzblau,,,,,
-,Money,for,2,Money,Monet,,,,1,
Money,for,nothing,2,for,gor,,,,1,
for,nothing,and,2,nothing,Thing,,,,1,
nothing,and,the,2,and,ans,,,,1,
the,chicks,for,2,chicks,schick,,,,1,
der,Ernstl,hat,4,Ernst,Ernst,,1,,,
Den,Move,mit,2,Move,Mole,,,,1,
der,Droide,mach,1,Druide,Druide,,,,,
werden,Hab',ich,5,Hab',Hab,,,,,
ich,gross,und,3,gross,groß,,,,,
Da,für´s,Studium,1,fürs,fürs,,,,,
war,hat´s,nicht,5,hat´s,satthat,,,,,
-,ausserdem,war,1,außerdem,außerdem,,,,,
Los,Hab´eine,tolle,5,Hab 'eine,Innehab,,,,,
tolle,Famile,-,1,Familie,Familie,,,,,
werden,Gegendert,wurde,5,Gegenwert,Gegendeut,,,,1,
ich,zw,mathematischem,1,zu,zu,,,,,
und,Sportgynasium,wählen,3,Sportgynasium,Sportgymnasium,,,,,
der,BOKU,Landschaftsplanung,2,BOKU,DOKU,1,,,,
keine,liveticker,unterstützt,5,live Ticker,verklicker,,,,,
-,ZiB-Sprecher,hab,5,Ziba,GiB-Sprecher,1,,,,
geprobt,Wetter-ansager,Belcredi,5,Wetter-ansager,Wetter -ansager,,,,,
Wetter-ansager,Belcredi,Bauer,4,Belfried,Belfried,,1,,,
Heu,zusammengerecht,und,3,zusammengerecht,zusammen gerecht,,,,,
fest,gezettet,Lehrer,0,gerettet,gejettet,,,,,
und,bereu,das,3,bereu,bereue,,,,,
Machen,Sie's,wie,5,Sie's,Siels,,,,,
einen,Suborbitalflug,Bis,2,Suborbitalflug,Suborbital,,,,,
hat,Virgin,Galactic,2,Virgin,Virgil,,,,1,
Virgin,Galactic,noch,2,Galactic,Galatisch,,,,1,
immer,geologe,werden,1,Geologe,Geologe,,,,,
ein,sinistrer,Levantiner,3,sinister,sinistrer,,,,,
Gutmenschen,Kara,ben,2,Kara,Karat,,1,,,
Kara,ben,Nemsi,3,ben,Ben,,1,,,
ben,Nemsi,und,4,Nemesis,Nemesis,,1,,,
Hadschi,Halef,Omar,2,Halef,Half,,1,,,
Halef,Omar,zur,2,Omar,Oma,,1,,,
war,Sic,transit,0,Sic,Sir,,,,,
Sic,transit,gloria,3,transit,Transit,,,,,
transit,gloria,Laborae,1,Gloria,Gloria,,,,,
gloria,Laborae,-,0,Labore,Labore,,,,,
der,Pschyrembel,sehr,0,Pschyrembel,Hyperbelschar,,,,,
die,ZIB,angesehen,2,ZIB,ZIG,1,,,,
und,Priestermangeln,vorgekommen,5,Priestermangeln,Priester mangeln,,,,,
ist,mri,aufgefallen,1,mir,mir,,,,,
es,sit,das,3,sit,ist,,,,,
-,<Lob>Ich,finde,2,<Lob>Ich,Lobberich,,,,,
beinahe,ausschliesslich,</Lob>,1,ausschließlich,ausschließlich,,,,,
dann,losreiten,und,2,losreiten,losreißen,,,,,
herzzerreißenden,Bröderna,Lejonhjärta,5,Brüdern,Ködernadel,,1,,,
aus,Mio,min,3,Mio,Mio.,,,,,
ich,par,tout,2,par,paar,,1,,,
par,tout,nicht,2,tout,tot,,1,,,
meine,frühpubertären,Phantasien,2,frühpubertären,früh pubertären,,,,,
Merke,Lindgrenbücher,sind,5,Lindgren Bücher,Lindenbühler,,,,,
ich,pensionist,wer,4,pensionierst,pensionierst,,,,,
besonders,beeeindruckt,hatten,1,beeindruckt,beeindruckt,,,,,
Mir,hattens,die,4,hatten,hatten,,,,,
Afrika,Schauspielein,Lehrerin,1,Schauspielerin,Schauspielern,,,,,
Schriftstellerin,Noja,--Mutter,4,Nora,Nora,,1,,,
Noja,--Mutter,Pflegemutter,2,--Mutter,-mutter,,,,,
Mediatorin,Grossmutter,Pensionistin,1,Großmutter,Großmutter,,,,,
Grossmutter,Pensionistin,aber,5,Pensionaten,Pensionistenverein,,,,,
Fee,ists,mir,4,isst,isst,,,,,
a,Hex,-,0,Hex,He,,,,,
beim,standard,-,3,standard,Standard,,,,,
Fast,hätt's,geklappt,5,hat's,hätte,,,,,
Beruf,Ene,Mene,0,Enge,Ense,,,,,
Ene,Mene,Müll,0,Menge,Miene,,,,,
wollte,Fi,werden,0,Fi,Fr,,,,,
der,Gefi,-,0,Gefiel,Gefiel,,,,,
-,historiker,und,1,Historiker,Historiker,,,,,
Später,Game,Designer,2,Game,Gamet,,,,1,
mit,JL,zu,0,JL,HL,,,,,
-,Fliessbandarbeiter,Es,1,Fließbandarbeiter,Fließbandarbeiter,,,,,
-,ohja,vermessen,0,Sonja,oh ja,,,,,
von,Ferialjobs,bei,5,Ferialjobs,Ferritstabs,,,,,
wollte,Friseurerin,werden,5,Friseuren,Friseuriren,,,,,
angeblich,scchon,in,1,schon,schon,,,,,
der,VS-Zeit,Danach,2,VS-Zeit,VS.-Zeit,1,,,,
Danach,Wetterwartin,am,3,Wetterwarten,Wetterwartin,,,,,
Hohen,Sonnblick,Ich,5,Sonnblick,Einblick,,,,,
die,Neonatologie,vor,2,Neonatologie,Neonatologisch,,,,,
Marina,Marcovich,als,2,Markovic,Markovsche,,1,,,
ersten,geschichtsbuch,mit,1,Geschichtsbuch,Geschichtsbuch,,,,,
lieber,Taxler,ist,4,Taler,Taler,,1,,,
-,ärztin,1,1,Ärztin,Ärztin,,,,,
hoffentlich,wirklichkeit,-,1,Wirklichkeit,Wirklichkeit,,,,,
Legende,Poal7,hatte,0,Poal7,Pokal,,,,,
Seiten,mitgepostet,Schön,2,mitgepostet,mit gepostet,,,,,
wollte,Müllfrau,werden,3,Müll frau,Müllfrau,,,,,
von,mind,3,5,mind,min,1,,,,
siehe,Nickname,Eine,2,Nickname,Dickname,,1,,1,
des,Livetickers,neu,2,Livetickers,Verklicker,,,,,
zwischen,drinn,hab,1,drin,drin,,,,,
Software,Engineer,in,2,Engineer,Reengineering,,,,1,
der,Spieleindustrie,In,2,Spieleindustrie,Spielindustrie,,,,,
im,Anlagen-/Maschinenbau,-,2,Anlagen-/Maschinenbau,Anlagen-Maschinenbau,,,,,
-,Jetpilot,-,3,Jet Pilot,Jetpilot,,,,,
große,Feinmotorikerin,und,2,Feinmotorikerin,Feinmotorimkerin,,,,,
logische,Schlußfolgerung,-->,1,Schlussfolgerung,Schlussfolgerung,,,,,
ich,draufkam,dass,3,draufkam,drauf kam,,,,,
den,Büchern/Fernsehserien,ist,2,Büchern/Fernsehserien,Bezahlfernsehsendern,,,,,
-,find,ich,3,find,finde,,,,,
Dichter,DJ,Spieler,2,DJ,DE,1,,,,
leben,Heut,hab,5,Heut,Heu,,,,,
mir,zuHaus,und,1,zuhause,zu Haus,,,,,
ca,6jährige,wollte,5,6jährige,jährige,,,,,
ich,bauchtänzerin,werden,1,Bauchtänzerin,Bauchtänzerin,,,,,
keine,ahnung,warum,1,Ahnung,Ahnung,,,,,
dann,zahnärztin,dann,1,Zahnärztin,Zahnärztin,,,,,
dann,chirurgin,dann,1,Chirurgin,Chirurgin,,,,,
lehrerin,schliesslich,hab,1,schließlich,schließlich,,,,,
der,handelsakademie,angemeldet,1,Handelsakademie,Handelsakademie,,,,,
schliesslich,ausbildung,und,1,Ausbildung,Ausbildung,,,,,
und,job,im,3,job,Job,,,,,
der,berufswahl,stehen,1,Berufswahl,Berufswahl,,,,,
lassen,wirs,-,5,Wirz,wies,,,,,
von,Niki,Lauda,2,Niki,Nicki,,1,,,
B,The,Beatles,2,The,Thea,,,,1,
Im,Kleinmäderlalter,bis,2,Kleinmäderlalter,Kleinkindalter,,,,,1
meinen,Paps,immer,2,Paps,Papa,,,,,1
großen,Reithof,Dann,3,Rasthof,Reithof,,,,,
Dann,Musicalstar,und,2,Musicalstar,Musicalhit,,,,,
was,HerkömmlicheresSozialbereich,-,5,HerkömmlicheresSozialbereich,Sozialversicherungsrechtlich,,,,,
Ja,E1,war,2,E1,Ei,,,,,
dann,E2a,reichen,2,E2a,Eta,,,,,
Lokführerin,Truckfahrerin,Pilotin,2,Truckfahrerin,Trickfahrerin,,,,,
jahre,Bastelfritze,15,2,Bastelfritze,Bastelfratze,,,,,1
nie,ganzngeschafft,25,0,ganzngeschafft,herangeschafft,,,,,
Auszeichnung,40'Jahre,ein,0,40'Jahre,Dürrejahre,,,,,
Papa,R&D,Fuzzi,2,R&D,RED,1,,,,
R&D,Fuzzi,Basteln,5,Guzzi,Fungizid,,,,,
wurscht,Legobauen,und,3,Legobauen,Lego bauen,,,,,
meiner,postinguebersicht,-,5,postinguebersicht,postgeschichtlich,,,,1,
später,Bäcker/Koch,-,2,Bäcker/Koch,Bäcker-Koch,,,,,
der,HAK-Matura,Wirtschaft/Wirtschaftsrecht,2,HAK-Matura,HA-Matura,1,,,,
HAK-Matura,Wirtschaft/Wirtschaftsrecht,studieren,2,Wirtschaft/Wirtschaftsrecht,Wirtschaftswirtschaftsrecht,,,,,
Software,Developer,Man,2,Developer,Verdoppel,,,,1,
ein,1A,zielstrebiger,2,1A,JA,,,,,
als,Wissenschafter,Forschungsergebnisse,1,Wissenschaftler,Wissenschaftler,,,,,
das,wär's,gewesen,5,wär's,Wärters,,,,,
werden,mhm,einbrechen,0,Mihm,mm,,,,,
und,Mistkübler,geworden,1,Mistkübel,Mistkübel,,,,,
auf,dieStandard,at,1,die Standard,die Standard,,,,,
schon,vorrauschauend,gewählt,3,vorrauschauend,vorausschauend,,,,,
der,ABC-Abwehr,und,3,Abc-Abwehr,ABC-Abwehr,,,,,
ah,fach,Karriere,2,Fach,fach,,,,,
Ihre,Postingübersicht,finden,2,Postingübersicht,Postsingübersicht,,,,1,
Ihrem,Userprofil,https,2,Userprofil,Uferprofil,,,,1,
//derstandard,at/userprofil/,dieses,0,atz,Rauheitsprofil,,,1,,
wollte,Pokemon,Trainer,2,Pokémon,Pokern,,1,,,
Spielen,Close,enough,2,Close,Lose,,,,1,
Close,enough,-,2,enough,Eugenol,,,,1,
und,dinosaurier,ausgraben,1,Dinosaurier,Dinosaurier,,,,,
geheimnisvolle,gegenstände,finden,2,Gegenstände,gegen stände,,,,,
abenteuerliche,bücher,schreiben,1,Bücher,Bücher,,,,,
die,abenteuer,auch,1,Abenteuer,Abenteuer,,,,,
-,Ferialpraxis,in,2,Ferialpraxis,Praxisfern,,,,,
dafür,BBS,Ich,2,BBS,YBBS,1,,,,
Delft,University,BBS,2,University,Universitär,,,,1,
Zugangsdaten,furs,'Internet',5,furs,furz,,,,,
furs,'Internet',bekommen,2,'Internet',Internet,,,,,
eine,'IP-Adresse',Noch,2,'IP-Adresse',IP-Adresse',,,,,
3,minute,später,3,minute,Minute,,,,,
ein,Popup,von,2,Popup,Popo,,,,1,
Telekom,Cybertron,Lion,2,Cybertron,Cyberthron,,1,,,
Cybertron,Lion,cc,2,Lion,Linon,,,,1,
Lion,cc,UTA,2,cc,cm,1,,,,
dann,Chello,mit,1,Cello,Cello,,,,,
genau,os,einem,2,so,OS,,,,,
US,Robotics,Teil,2,Robotics,Robotik,,,,1,
noch,Altavista,das,5,Aktivist,Altvista,,1,,,
bei,Napster,was,2,Napster,Papstnaher,,1,,,
der,mobilversion,auch,3,mobil Version,Mobilversion,,,,,
to,do-liste,schreiben,5,do-liste,so-liste,,,,,
-,po,-,1,Po,Po,,,,,
der,Hauptuni,im,4,Haupt uni,Haupt uni,,,,,
im,NIG,Software,2,NIG,NIE,1,,,,
Mac,runterladen,dann,2,runterladen,runter laden,,,,,
ersten,Slackware-Distributionen,von,5,Sackkarre,-lackware-Distributionen,,1,,1,
Images,draufkopieren,zu,3,draufkopieren,drauf kopieren,,,,,
und,modem,ich,3,modem,Modem,,,,,
ich,weiss,es,3,Weiß,weiß,,,,,
denke,napster,war,5,knappster,papstnaher,,1,,,
ich,gebs,zu,1,gebe,gebe,,,,,
at,hiess,der,1,hieß,hieß,,,,,
meine,eltern,was,1,Eltern,Eltern,,,,,
zum,teufel,ist,1,Teufel,Teufel,,,,,
für,mails,und,3,mails,Mails,,,,,
und,chat,mit,2,chat,hat,,,,1,
modem,lion,cc,5,lion,Sion,,1,,1,
telefonierenden,schwester,aus,1,Schwester,Schwester,,,,,
der,leitung,gekickt,1,Leitung,Leitung,,,,,
im,Centre,Pompidou,2,Centre,Center,,1,,,
mit,Interrail,unterwegs,2,Interrail,Interrailkarte,,1,,,
ein,Internetcafe,Dort,2,Internetcafé,Internetsafe,,,,,
einem,Wählscheibentelefon,einer,2,Wählscheibentelefon,Wahlscheibentelefon,,,,,
minutengenauen,Auseinanderklauben,der,2,Auseinanderklauben,Auseinanderlauben,,,,,
uns,eigenzogen,ist,3,eigenzogen,eingezogen,,,,,
der,FH,in,2,FH,EH,1,,,,
den,Mosaic,Browser,2,Mosaic,Mosaik,,1,,,
mein,Led,Zeppelin,2,Led,LED,,1,,,
den,oesterreichen,Bergen,5,Österreichern,Resterreichen,,,,,
paar,0815-Buecher,dazu,3,0815-Buecher,0815-Bücher,,,,,
bei,Londonbesuchen,aufgestellt,4,London besuchen,London besuchen,,,,,
Interviews,Bootleg,Infos,0,Bootleg,Boot leg,,,,,
sehr,faszierend,Am,4,naszierend,naszierend,,,,,
euch,seelig,Dann,3,Seelig,selig,,,,,
los,NBC,GIGA,2,NBC,ABC,1,,,,
NBC,GIGA,lief,2,GIGA,RIGA,1,,,,
bei,Uboot,com,2,U-Boot,-boot,,,,,
warum,Mitgliedkarte,hab,3,Mitgliedkarte,Mitgliedskarte,,,,,
bei,news,at,3,news,News,,,,1,
und,jet2web,at,2,jet2web,jette,,1,,1,
im,news-Chatroom,Freundin,3,news-Chatroom,News-Chatroom,,,,,
weiterer,Freundinenerwerb,im,5,Freundinenerwerb,Freundlicherweise,,,,,
danach,aon-chat,Schön,0,an,an-chat,,,,,
das,WWW,zu,2,WWW,WO,1,,,,
eine,E-mail-Adresse,einzugeben,5,E-Mail,-mail-Adresse,,,,,
solang,herumrandaliert,bis,3,herumrandaliert,herum randaliert,,,,,
war,orf,at,0,Dorf,ORF,,,,,
die,chatrooms,dran,3,chatrooms,Chatrooms,,,,,
dran,Hach,das,0,Hach,Ach,,,,,
das,bloing-bloing-bloing-ti-tiii,vom,0,bloing-bloing-bloing-ti-tiii,Bläuling-bloing-bloing-ti-tiii,,,,,
-,Digne,die,1,Dinge,Dinge,,,,,
ins,Arpa-Net,und,5,Arap,Urpaar-Net,,1,,,
ins,Earn,ab,2,Earn,Erna,,1,,,
Buchstaben,heruntertrödeln,sehen,0,heruntertrödeln,heruntertrudeln,,,,,
wissen,Gopher,zunächst,2,Gopher,Gocher,,1,,,
das,internet,wirklich,3,internet,Internet,,,,,
in,Pöggstall,gab,0,Pöggstall,Augiasstall,,,,,
mein,Miles&More,Konto,2,Miles&More,Milztumore,,1,,,
uns,amLand,zum,1,am Land,am Land,,,,,
Hof,funzt,es,5,fenzt,furzt,,,,,
Happy,Tree,Friends,2,Tree,Teer,,,,1,
Tree,Friends,Dann,2,Friends,Friedens,,,,1,
von,<blink>,und,0,<blink>,blinken,,,,,
animierten,Gifs,die,2,Gifs,Gigs,,1,,1,
aktuelle,Hype,hat,2,Hype,Hupe,,,,1,
davor,geblitzdingst,-,2,geblitzdingst,angeblitzt,,1,,,
erste,Date,Ist,2,Date,Datei,,,,1,
gut,20Jahre,her,5,20Jahre,Jahre,,,,,
Ein,56k-Modem,würde,2,56k-Modem,moderndem,,,,,
ich,Browser-Games,und,2,Browser-Games,Browser-Gams,,,,1,
alles,draufgegangen,ist,2,draufgegangen,drauf gegangen,,,,,
ist,unpackbar,Dann,5,undankbar,unknackbar,,,,,
eine,schrammelige,mp3,5,schrumpelige,schrammige,,,,,
schrammelige,mp3,warten,2,mp3,MPEG,1,,,,
